x ft rt rb rv rl ht hv hb hl 
1.250000000000000000e+02 3.443421765102583265e+01 1.639434351167658521e-05 2.361459110064415316e-04 1.406024153168669095e-05 2.771364742597269386e-03 1.008271193489622836e-18 2.656648885026982750e-19 1.539724364357033815e-18 1.096711831828629185e-19
1.260000000000000000e+02 3.470969139223404198e+01 1.319722354153405278e-05 2.268167193330832975e-04 1.511702109935071383e-05 2.755446383783084676e-03 1.123784630826628082e-18 2.710733622336971313e-19 1.484930962995806026e-18 1.099875150736387053e-19
1.270000000000000000e+02 3.498516513344224421e+01 2.204535540239160841e-05 2.433455513315011865e-04 1.061683412086995264e-05 2.762172821228082737e-03 8.694924644142521805e-19 2.617053911392449754e-19 1.771910805933325769e-18 1.098535127606805800e-19
1.280000000000000000e+02 3.526063887465045354e+01 1.716443053084625446e-05 2.298496451528743347e-04 1.277312703426699089e-05 2.717393464665877629e-03 9.853934590974608242e-19 2.692789815053540436e-19 1.615439719721972839e-18 1.107549408139912920e-19
1.290000000000000000e+02 3.553611261585865577e+01 1.182406255239066314e-05 2.161426196367750819e-04 1.477452807881988062e-05 2.693544001660034062e-03 1.187246821370244852e-18 2.776861181524175273e-19 1.502043685084030598e-18 1.112441892842001887e-19
1.300000000000000000e+02 3.581158635706686511e+01 2.015031828322273361e-05 2.319360862443416887e-04 1.039521751730449980e-05 2.703420631732816447e-03 9.094596167530494594e-19 2.680650609184223379e-19 1.790698962578100098e-18 1.110407945481479374e-19
1.310000000000000000e+02 3.608706009827507444e+01 1.775478252423309792e-05 2.239271526656975606e-04 1.142969629754985105e-05 2.666034206682674299e-03 9.688726494667907793e-19 2.728167279455639661e-19 1.707741086635335033e-18 1.118166595793162008e-19
1.320000000000000000e+02 3.636253383948327667e+01 1.095691906450099520e-05 2.069201849499398076e-04 1.432468166432119809e-05 2.635289135604688363e-03 1.233332420696381676e-18 2.838068973197842688e-19 1.525446156141702877e-18 1.124670326652196585e-19
1.330000000000000000e+02 3.663800758069147889e+01 1.821851448968105989e-05 2.204922240010837161e-04 1.053075486850506818e-05 2.645843474837524922e-03 9.564623817413207873e-19 2.749335474640300204e-19 1.779137939186249407e-18 1.122424915402031198e-19
1.340000000000000000e+02 3.691348132189969533e+01 1.823503920293569148e-05 2.179099184682043138e-04 1.041022154607101090e-05 2.616769616073359988e-03 9.560289072432996717e-19 2.765577770393372817e-19 1.789408049288223331e-18 1.128643093674351119e-19
1.350000000000000000e+02 3.718895506310790466e+01 1.052104495920193083e-05 1.991084371499549663e-04 1.369922759899782219e-05 2.580630799579503292e-03 1.258620892580640807e-18 2.893207239006783178e-19 1.559880511062716824e-18 1.136518303874662603e-19
1.360000000000000000e+02 3.746442880431610689e+01 1.615366530198905691e-05 2.094841521812726990e-04 1.056376768154505083e-05 2.589557640203920402e-03 1.015754686369745759e-18 2.820647323870965946e-19 1.776355773323343727e-18 1.134557683992490622e-19
1.370000000000000000e+02 3.773990254552430912e+01 1.836133120214733817e-05 2.118379386215435921e-04 9.391390492881428640e-06 2.569069758510612606e-03 9.527353787766427042e-19 2.804933077600393682e-19 1.883971910189143460e-18 1.139072649833560898e-19
1.380000000000000000e+02 3.801537628673251135e+01 1.046785409698398939e-05 1.925341606597547701e-04 1.293037662611054418e-05 2.529435261423907712e-03 1.261814589194603537e-18 2.942188385869945836e-19 1.605586785868156506e-18 1.147962201308432845e-19
1.390000000000000000e+02 3.829085002794072778e+01 1.423670371682732411e-05 1.988703624352240295e-04 1.078865200290098206e-05 2.534820417859053477e-03 1.081981042056332413e-18 2.894938501162745327e-19 1.757744631736376658e-18 1.146742145869114205e-19
1.400000000000000000e+02 3.856632376914893001e+01 1.827077615071201561e-05 2.053526523383655984e-04 8.749318882940488546e-06 2.522562229366112369e-03 9.550934713909488539e-19 2.848880394672340796e-19 1.951876116296709383e-18 1.149525019842951506e-19
1.410000000000000000e+02 3.884179751035713224e+01 1.073775437529807101e-05 1.869788321453822485e-04 1.209484401631859134e-05 2.481476489104393959e-03 1.245855409239316283e-18 2.985576154171557940e-19 1.660119063741521240e-18 1.159002279801340051e-19
1.420000000000000000e+02 3.911727125156534868e+01 1.241094186925653768e-05 1.890312573306911930e-04 1.085890755677897407e-05 2.481839727272439327e-03 1.158836068562260439e-18 2.969323827334622241e-19 1.752049228513820399e-18 1.158917461820272126e-19
1.430000000000000000e+02 3.939274499277355090e+01 1.777487835984678034e-05 1.986318166067554719e-04 8.131060044124480246e-06 2.476893373760119619e-03 9.683248029112780250e-19 2.896676310098836991e-19 2.024723803179274572e-18 1.160074063163223292e-19
1.440000000000000000e+02 3.966821873398175313e+01 1.119608766862562869e-05 1.822727948570741004e-04 1.113796222444618403e-05 2.436441423692999216e-03 1.220088207538397474e-18 3.023872311853076842e-19 1.729961755945102909e-18 1.169664705497597293e-19
1.450000000000000000e+02 3.994369247518996247e+01 1.087711026407622320e-05 1.799449165899552454e-04 1.097430021673669933e-05 2.430882527648452369e-03 1.237848826412507913e-18 3.043368797135702942e-19 1.742813656148295885e-18 1.171001325323330038e-19
1.460000000000000000e+02 4.021916621639817890e+01 1.706182258784078750e-05 1.914520157171893731e-04 7.873085056197352805e-06 2.431889596998562143e-03 9.883520420927897611e-19 2.950491740326905438e-19 2.057628188822315520e-18 1.170758838645846851e-19
1.470000000000000000e+02 4.049463995760637403e+01 1.181000165505137951e-05 1.780987976223069764e-04 1.023635509424037852e-05 2.393980973073471605e-03 1.187953374605820874e-18 3.059101458427927489e-19 1.804540780987669741e-18 1.179991898160813946e-19
1.480000000000000000e+02 4.077011369881458336e+01 9.593898687916928156e-06 1.718461977662570053e-04 1.091272809465810668e-05 2.382134883362465368e-03 1.318034598953984283e-18 3.114256725906525000e-19 1.747723418154818302e-18 1.182922243318878726e-19
1.490000000000000000e+02 4.104558744002279980e+01 1.600650615497595990e-05 1.840929146885210367e-04 7.624908701323985605e-06 2.387406375675487150e-03 1.020413279529508901e-18 3.008886722557645268e-19 2.090846011468350792e-18 1.181615550920617616e-19
1.500000000000000000e+02 4.132106118123099492e+01 1.240332950467522988e-05 1.743317779343612518e-04 9.265815420371338297e-06 2.353682305362632485e-03 1.159191623477627884e-18 3.091975863823775594e-19 1.896695222793149280e-18 1.190050665232099827e-19
1.510000000000000000e+02 4.159653492243920425e+01 8.666189635300416242e-06 1.646894321938328952e-04 1.079300078208523049e-05 2.335771883453703363e-03 1.386788656954869762e-18 3.181203918275818611e-19 1.757390475669359932e-18 1.194604535980828735e-19
1.520000000000000000e+02 4.187200866364740648e+01 1.482149404207636900e-05 1.764529595245036182e-04 7.664416631858110999e-06 2.343466498692045336e-03 1.060421154423337570e-18 3.073334996577321183e-19 2.085450184908010825e-18 1.192641721485379536e-19
1.530000000000000000e+02 4.214748240485561581e+01 1.298292834444028533e-05 1.706372542555501665e-04 8.458118574976246340e-06 2.315159581783453671e-03 1.133021222698746926e-18 3.125269313476508015e-19 1.985191870262104444e-18 1.199910646382806140e-19
1.540000000000000000e+02 4.242295614606382514e+01 8.053717738686398485e-06 1.585438330462457307e-04 1.051447527572330438e-05 2.291873180431133403e-03 1.438554011675060812e-18 3.242273882515033070e-19 1.780514728704578534e-18 1.205991040535257648e-19
1.550000000000000000e+02 4.269842988727202737e+01 1.343634110132767927e-05 1.688567346560253561e-04 7.673043674002532507e-06 2.300110398708190770e-03 1.113740120305990026e-18 3.141703396016981493e-19 2.084277486870554968e-18 1.203829639631097032e-19
1.560000000000000000e+02 4.297390362848023670e+01 1.337175656585014782e-05 1.669710375503488415e-04 7.636181203418011124e-06 2.277999204359237601e-03 1.116426519155108033e-18 3.159394093362242184e-19 2.089302191986973150e-18 1.209657962811831588e-19
1.570000000000000000e+02 4.324937736968844604e+01 7.767867010101877907e-06 1.533245161965208418e-04 1.012807115443553739e-05 2.250461784303606477e-03 1.464783651008006606e-18 3.296997162064691088e-19 1.814161728066337032e-18 1.217036354577673462e-19
1.580000000000000000e+02 4.352485111089664827e+01 1.205645117910934320e-05 1.612853305557628003e-04 7.864408616152366357e-06 2.257504888770579289e-03 1.175749029321467955e-18 3.214600000875141239e-19 2.058762919170991419e-18 1.215136378564412292e-19
1.590000000000000000e+02 4.380032485210485760e+01 1.362406114959142649e-05 1.630475309807738211e-04 7.047943555322205851e-06 2.241869707617295121e-03 1.106040634543083921e-18 3.197181280129420254e-19 2.174744113521202829e-18 1.219366300356600386e-19
